"","GEOID","Census_Tract","County","State","year","total","yes_internet","no_internet"
"320","24005451500","Census Tract 4515"," Baltimore County"," Maryland","2020",1257,1100,157
"321","24005451600","Census Tract 4516"," Baltimore County"," Maryland","2020",858,709,112
"322","24005451701","Census Tract 4517.01"," Baltimore County"," Maryland","2020",1852,1728,90
"323","24005451702","Census Tract 4517.02"," Baltimore County"," Maryland","2020",687,623,60
"324","24005451801","Census Tract 4518.01"," Baltimore County"," Maryland","2020",1948,1795,127
"325","24005451802","Census Tract 4518.02"," Baltimore County"," Maryland","2020",1758,1590,168
"326","24005451803","Census Tract 4518.03"," Baltimore County"," Maryland","2020",1628,1447,121
"327","24005451900","Census Tract 4519"," Baltimore County"," Maryland","2020",982,912,70
"328","24005452000","Census Tract 4520"," Baltimore County"," Maryland","2020",1030,855,143
"329","24005452100","Census Tract 4521"," Baltimore County"," Maryland","2020",1229,1069,122
"330","24005452300","Census Tract 4523"," Baltimore County"," Maryland","2020",1020,830,181
"331","24005452400","Census Tract 4524"," Baltimore County"," Maryland","2020",1154,1052,78
"332","24005452500","Census Tract 4525"," Baltimore County"," Maryland","2020",1218,1117,81
"333","24005490100","Census Tract 4901"," Baltimore County"," Maryland","2020",1374,1357,8
"334","24005490200","Census Tract 4902"," Baltimore County"," Maryland","2020",1016,962,45
"335","24005490302","Census Tract 4903.02"," Baltimore County"," Maryland","2020",1407,1208,97
"336","24005490303","Census Tract 4903.03"," Baltimore County"," Maryland","2020",1026,849,49
"337","24005490304","Census Tract 4903.04"," Baltimore County"," Maryland","2020",2021,1864,157
"338","24005490400","Census Tract 4904"," Baltimore County"," Maryland","2020",637,600,5
"339","24005490500","Census Tract 4905"," Baltimore County"," Maryland","2020",1453,1409,16
"340","24005490601","Census Tract 4906.01"," Baltimore County"," Maryland","2020",768,715,29
"341","24005490602","Census Tract 4906.02"," Baltimore County"," Maryland","2020",1277,1250,18
"342","24005490603","Census Tract 4906.03"," Baltimore County"," Maryland","2020",950,839,65
"343","24005490605","Census Tract 4906.05"," Baltimore County"," Maryland","2020",127,81,19
"344","24005490701","Census Tract 4907.01"," Baltimore County"," Maryland","2020",646,507,54
"345","24005490703","Census Tract 4907.03"," Baltimore County"," Maryland","2020",1459,1405,27
"346","24005490800","Census Tract 4908"," Baltimore County"," Maryland","2020",1210,1150,37
"347","24005490900","Census Tract 4909"," Baltimore County"," Maryland","2020",2246,1830,359
"348","24005491000","Census Tract 4910"," Baltimore County"," Maryland","2020",745,727,16
"349","24005491100","Census Tract 4911"," Baltimore County"," Maryland","2020",1188,1115,73
"350","24005491201","Census Tract 4912.01"," Baltimore County"," Maryland","2020",786,754,29
"351","24005491202","Census Tract 4912.02"," Baltimore County"," Maryland","2020",746,711,23
"352","24005491300","Census Tract 4913"," Baltimore County"," Maryland","2020",1367,1275,78
"353","24005491401","Census Tract 4914.01"," Baltimore County"," Maryland","2020",2166,1948,192
"354","24005491402","Census Tract 4914.02"," Baltimore County"," Maryland","2020",1035,888,111
"355","24005491500","Census Tract 4915"," Baltimore County"," Maryland","2020",1761,1621,140
"356","24005491600","Census Tract 4916"," Baltimore County"," Maryland","2020",1097,882,212
"357","24005491701","Census Tract 4917.01"," Baltimore County"," Maryland","2020",1680,1626,45
"358","24005491900","Census Tract 4919"," Baltimore County"," Maryland","2020",698,552,136
"359","24005492001","Census Tract 4920.01"," Baltimore County"," Maryland","2020",520,457,45
"360","24005492002","Census Tract 4920.02"," Baltimore County"," Maryland","2020",1448,1291,106
"361","24005492101","Census Tract 4921.01"," Baltimore County"," Maryland","2020",1601,1455,133
"362","24005492102","Census Tract 4921.02"," Baltimore County"," Maryland","2020",787,703,47
"363","24005492200","Census Tract 4922"," Baltimore County"," Maryland","2020",1964,1815,136
"364","24005492300","Census Tract 4923"," Baltimore County"," Maryland","2020",1365,1262,97
"365","24005492401","Census Tract 4924.01"," Baltimore County"," Maryland","2020",1334,1284,50
"366","24005492402","Census Tract 4924.02"," Baltimore County"," Maryland","2020",2764,2571,169
"367","24005492500","Census Tract 4925"," Baltimore County"," Maryland","2020",11,8,3
"368","24005492600","Census Tract 4926"," Baltimore County"," Maryland","2020",1439,1361,55
"369","24005492700","Census Tract 4927"," Baltimore County"," Maryland","2020",1275,934,331
"370","24005980100","Census Tract 9801"," Baltimore County"," Maryland","2020",0,0,0
"371","24005980200","Census Tract 9802"," Baltimore County"," Maryland","2020",0,0,0
"372","24009860103","Census Tract 8601.03"," Calvert County"," Maryland","2020",2036,1891,92
"373","24009860200","Census Tract 8602"," Calvert County"," Maryland","2020",2080,1900,124
"374","24009860300","Census Tract 8603"," Calvert County"," Maryland","2020",1445,1215,171
"375","24009860402","Census Tract 8604.02"," Calvert County"," Maryland","2020",1377,1186,191
"376","24009860403","Census Tract 8604.03"," Calvert County"," Maryland","2020",1465,1322,143
"377","24009860404","Census Tract 8604.04"," Calvert County"," Maryland","2020",2834,2448,307
"378","24009860501","Census Tract 8605.01"," Calvert County"," Maryland","2020",2074,1942,76
"379","24009860502","Census Tract 8605.02"," Calvert County"," Maryland","2020",1259,1225,34
"380","24009860600","Census Tract 8606"," Calvert County"," Maryland","2020",2126,1980,127
"381","24009860701","Census Tract 8607.01"," Calvert County"," Maryland","2020",1260,1043,205
"382","24009860702","Census Tract 8607.02"," Calvert County"," Maryland","2020",1031,883,116
"383","24009860703","Census Tract 8607.03"," Calvert County"," Maryland","2020",1506,1361,125
"384","24009860801","Census Tract 8608.01"," Calvert County"," Maryland","2020",2254,2044,210
"385","24009860901","Census Tract 8609.01"," Calvert County"," Maryland","2020",2157,1890,236
"386","24009860902","Census Tract 8609.02"," Calvert County"," Maryland","2020",963,941,14
"387","24009861003","Census Tract 8610.03"," Calvert County"," Maryland","2020",2112,1887,208
"388","24009861004","Census Tract 8610.04"," Calvert County"," Maryland","2020",2336,2197,126
"389","24009861100","Census Tract 8611"," Calvert County"," Maryland","2020",2243,2159,77
"390","24009990100","Census Tract 9901"," Calvert County"," Maryland","2020",0,0,0
"391","24011955000","Census Tract 9550"," Caroline County"," Maryland","2020",1027,839,175
"392","24011955100","Census Tract 9551"," Caroline County"," Maryland","2020",2200,1782,363
"393","24011955201","Census Tract 9552.01"," Caroline County"," Maryland","2020",1556,1323,182
"394","24011955202","Census Tract 9552.02"," Caroline County"," Maryland","2020",809,670,120
"395","24011955301","Census Tract 9553.01"," Caroline County"," Maryland","2020",1403,1289,79
"396","24011955302","Census Tract 9553.02"," Caroline County"," Maryland","2020",1088,968,91
"397","24011955400","Census Tract 9554"," Caroline County"," Maryland","2020",811,674,124
"398","24011955500","Census Tract 9555"," Caroline County"," Maryland","2020",1460,1279,144
"399","24011955600","Census Tract 9556"," Caroline County"," Maryland","2020",1806,1320,410
"400","24013501001","Census Tract 5010.01"," Carroll County"," Maryland","2020",1558,1388,162
"401","24013501002","Census Tract 5010.02"," Carroll County"," Maryland","2020",2199,1838,361
"402","24013502000","Census Tract 5020"," Carroll County"," Maryland","2020",1474,1245,212
"403","24013503000","Census Tract 5030"," Carroll County"," Maryland","2020",2098,1885,182
"404","24013504100","Census Tract 5041"," Carroll County"," Maryland","2020",1799,1603,196
"405","24013504201","Census Tract 5042.01"," Carroll County"," Maryland","2020",2127,1911,203
"406","24013504202","Census Tract 5042.02"," Carroll County"," Maryland","2020",2305,2136,156
"407","24013505101","Census Tract 5051.01"," Carroll County"," Maryland","2020",1330,1257,62
"408","24013505102","Census Tract 5051.02"," Carroll County"," Maryland","2020",1966,1927,39
"409","24013505203","Census Tract 5052.03"," Carroll County"," Maryland","2020",1243,1169,74
"410","24013505205","Census Tract 5052.05"," Carroll County"," Maryland","2020",1205,1195,10
"411","24013505206","Census Tract 5052.06"," Carroll County"," Maryland","2020",1228,1077,74
"412","24013505207","Census Tract 5052.07"," Carroll County"," Maryland","2020",1224,1146,67
"413","24013505208","Census Tract 5052.08"," Carroll County"," Maryland","2020",1607,1482,111
"414","24013506101","Census Tract 5061.01"," Carroll County"," Maryland","2020",1682,1541,126
"415","24013506102","Census Tract 5061.02"," Carroll County"," Maryland","2020",1553,1333,187
"416","24013506200","Census Tract 5062"," Carroll County"," Maryland","2020",2027,1756,241
"417","24013507500","Census Tract 5075"," Carroll County"," Maryland","2020",1155,1107,39
"418","24013507601","Census Tract 5076.01"," Carroll County"," Maryland","2020",1606,1452,143
"419","24013507602","Census Tract 5076.02"," Carroll County"," Maryland","2020",1801,1269,409
"420","24013507702","Census Tract 5077.02"," Carroll County"," Maryland","2020",1636,1366,254
"421","24013507703","Census Tract 5077.03"," Carroll County"," Maryland","2020",1463,1155,258
"422","24013507704","Census Tract 5077.04"," Carroll County"," Maryland","2020",2052,1916,70
"423","24013507801","Census Tract 5078.01"," Carroll County"," Maryland","2020",2467,2089,361
"424","24013507802","Census Tract 5078.02"," Carroll County"," Maryland","2020",1900,1527,349
"425","24013508103","Census Tract 5081.03"," Carroll County"," Maryland","2020",3084,2672,345
"426","24013508200","Census Tract 5082"," Carroll County"," Maryland","2020",2426,2269,137
"427","24013509001","Census Tract 5090.01"," Carroll County"," Maryland","2020",1754,1595,131
"428","24013509002","Census Tract 5090.02"," Carroll County"," Maryland","2020",1006,912,83
"429","24013510000","Census Tract 5100"," Carroll County"," Maryland","2020",454,419,32
"430","24013511000","Census Tract 5110"," Carroll County"," Maryland","2020",1428,1274,109
"431","24013512000","Census Tract 5120"," Carroll County"," Maryland","2020",629,486,124
"432","24013513001","Census Tract 5130.01"," Carroll County"," Maryland","2020",1727,1521,151
"433","24013513002","Census Tract 5130.02"," Carroll County"," Maryland","2020",1728,1635,76
"434","24013514100","Census Tract 5141"," Carroll County"," Maryland","2020",1222,1155,67
"435","24013514201","Census Tract 5142.01"," Carroll County"," Maryland","2020",1871,1702,125
"436","24013514202","Census Tract 5142.02"," Carroll County"," Maryland","2020",1227,1154,73
"437","24015030100","Census Tract 301"," Cecil County"," Maryland","2020",2079,1788,228
"438","24015030200","Census Tract 302"," Cecil County"," Maryland","2020",2100,1910,149
"439","24015030400","Census Tract 304"," Cecil County"," Maryland","2020",1758,1335,347
"440","24015030501","Census Tract 305.01"," Cecil County"," Maryland","2020",1391,1246,145
"441","24015030503","Census Tract 305.03"," Cecil County"," Maryland","2020",2161,1765,342
"442","24015030505","Census Tract 305.05"," Cecil County"," Maryland","2020",1288,1134,154
"443","24015030507","Census Tract 305.07"," Cecil County"," Maryland","2020",1364,1268,96
"444","24015030508","Census Tract 305.08"," Cecil County"," Maryland","2020",1610,1306,118
"445","24015030601","Census Tract 306.01"," Cecil County"," Maryland","2020",1466,1343,111
"446","24015030602","Census Tract 306.02"," Cecil County"," Maryland","2020",1955,1878,77
"447","24015030700","Census Tract 307"," Cecil County"," Maryland","2020",1665,1514,151
"448","24015030903","Census Tract 309.03"," Cecil County"," Maryland","2020",2034,1630,216
"449","24015030904","Census Tract 309.04"," Cecil County"," Maryland","2020",2819,2551,201
"450","24015030905","Census Tract 309.05"," Cecil County"," Maryland","2020",909,830,79
"451","24015030907","Census Tract 309.07"," Cecil County"," Maryland","2020",1599,1410,161
"452","24015030908","Census Tract 309.08"," Cecil County"," Maryland","2020",1834,1784,50
"453","24015031201","Census Tract 312.01"," Cecil County"," Maryland","2020",2096,1898,185
"454","24015031202","Census Tract 312.02"," Cecil County"," Maryland","2020",2137,1893,244
"455","24015031301","Census Tract 313.01"," Cecil County"," Maryland","2020",1169,1010,159
"456","24015031302","Census Tract 313.02"," Cecil County"," Maryland","2020",2354,2133,212
"457","24015031400","Census Tract 314"," Cecil County"," Maryland","2020",1505,1328,122
"458","24017850101","Census Tract 8501.01"," Charles County"," Maryland","2020",2287,1913,360
"459","24017850102","Census Tract 8501.02"," Charles County"," Maryland","2020",884,677,207
"460","24017850201","Census Tract 8502.01"," Charles County"," Maryland","2020",258,253,5
"461","24017850202","Census Tract 8502.02"," Charles County"," Maryland","2020",2138,1693,378
"462","24017850300","Census Tract 8503"," Charles County"," Maryland","2020",791,680,97
"463","24017850400","Census Tract 8504"," Charles County"," Maryland","2020",1239,823,401
"464","24017850500","Census Tract 8505"," Charles County"," Maryland","2020",951,833,109
"465","24017850600","Census Tract 8506"," Charles County"," Maryland","2020",1696,1600,59
"466","24017850706","Census Tract 8507.06"," Charles County"," Maryland","2020",1776,1739,37
"467","24017850708","Census Tract 8507.08"," Charles County"," Maryland","2020",1911,1780,116
"468","24017850709","Census Tract 8507.09"," Charles County"," Maryland","2020",2466,2391,29
"469","24017850710","Census Tract 8507.10"," Charles County"," Maryland","2020",2145,1793,104
"470","24017850711","Census Tract 8507.11"," Charles County"," Maryland","2020",1840,1643,140
"471","24017850712","Census Tract 8507.12"," Charles County"," Maryland","2020",1786,1733,38
"472","24017850713","Census Tract 8507.13"," Charles County"," Maryland","2020",2847,2807,40
"473","24017850801","Census Tract 8508.01"," Charles County"," Maryland","2020",1563,1425,97
"474","24017850802","Census Tract 8508.02"," Charles County"," Maryland","2020",2151,2089,45
"475","24017850901","Census Tract 8509.01"," Charles County"," Maryland","2020",2093,1729,317
"476","24017850902","Census Tract 8509.02"," Charles County"," Maryland","2020",1812,1563,249
"477","24017850904","Census Tract 8509.04"," Charles County"," Maryland","2020",4275,4096,157
"478","24017850905","Census Tract 8509.05"," Charles County"," Maryland","2020",1417,1373,44
"479","24017850906","Census Tract 8509.06"," Charles County"," Maryland","2020",1899,1595,290
"480","24017851001","Census Tract 8510.01"," Charles County"," Maryland","2020",1164,1053,63
"481","24017851003","Census Tract 8510.03"," Charles County"," Maryland","2020",1433,1368,65
"482","24017851004","Census Tract 8510.04"," Charles County"," Maryland","2020",2029,1604,400
"483","24017851100","Census Tract 8511"," Charles County"," Maryland","2020",983,790,158
"484","24017851200","Census Tract 8512"," Charles County"," Maryland","2020",1856,1511,333
"485","24017851301","Census Tract 8513.01"," Charles County"," Maryland","2020",1667,1379,277
"486","24017851302","Census Tract 8513.02"," Charles County"," Maryland","2020",1381,1239,142
"487","24017851401","Census Tract 8514.01"," Charles County"," Maryland","2020",1047,941,71
"488","24017851402","Census Tract 8514.02"," Charles County"," Maryland","2020",1271,1209,62
"489","24017851403","Census Tract 8514.03"," Charles County"," Maryland","2020",541,527,0
"490","24017851501","Census Tract 8515.01"," Charles County"," Maryland","2020",1702,1481,129
"491","24017851502","Census Tract 8515.02"," Charles County"," Maryland","2020",2089,1775,177
"492","24017990000","Census Tract 9900"," Charles County"," Maryland","2020",0,0,0
"493","24019970100","Census Tract 9701"," Dorchester County"," Maryland","2020",1184,996,155
"494","24019970200","Census Tract 9702"," Dorchester County"," Maryland","2020",2217,1872,319
"495","24019970300","Census Tract 9703"," Dorchester County"," Maryland","2020",1666,1370,292
"496","24019970400","Census Tract 9704"," Dorchester County"," Maryland","2020",1578,1330,248
"497","24019970500","Census Tract 9705"," Dorchester County"," Maryland","2020",1485,924,435
"498","24019970600","Census Tract 9706"," Dorchester County"," Maryland","2020",2172,1818,316
"499","24019970702","Census Tract 9707.02"," Dorchester County"," Maryland","2020",1765,1485,273
"500","24019970804","Census Tract 9708.04"," Dorchester County"," Maryland","2020",823,671,149
"501","24019970900","Census Tract 9709"," Dorchester County"," Maryland","2020",543,377,155
"502","24019990000","Census Tract 9900"," Dorchester County"," Maryland","2020",0,0,0
"503","24021740200","Census Tract 7402"," Frederick County"," Maryland","2020",1962,1716,234
"504","24021750100","Census Tract 7501"," Frederick County"," Maryland","2020",791,723,56
"505","24021750200","Census Tract 7502"," Frederick County"," Maryland","2020",1032,907,117
"506","24021750300","Census Tract 7503"," Frederick County"," Maryland","2020",861,566,255
"507","24021750504","Census Tract 7505.04"," Frederick County"," Maryland","2020",2240,2023,182
"508","24021750505","Census Tract 7505.05"," Frederick County"," Maryland","2020",2722,2459,243
"509","24021750506","Census Tract 7505.06"," Frederick County"," Maryland","2020",1342,1282,46
"510","24021750507","Census Tract 7505.07"," Frederick County"," Maryland","2020",1295,1080,154
"511","24021750508","Census Tract 7505.08"," Frederick County"," Maryland","2020",1463,1293,170
"512","24021750600","Census Tract 7506"," Frederick County"," Maryland","2020",899,855,44
"513","24021750701","Census Tract 7507.01"," Frederick County"," Maryland","2020",1762,1740,12
"514","24021750702","Census Tract 7507.02"," Frederick County"," Maryland","2020",1630,1431,145
"515","24021750801","Census Tract 7508.01"," Frederick County"," Maryland","2020",1706,1464,195
"516","24021750802","Census Tract 7508.02"," Frederick County"," Maryland","2020",2440,2219,74
"517","24021750804","Census Tract 7508.04"," Frederick County"," Maryland","2020",793,758,20
"518","24021750805","Census Tract 7508.05"," Frederick County"," Maryland","2020",1672,1612,52
"519","24021751001","Census Tract 7510.01"," Frederick County"," Maryland","2020",435,430,5
"520","24021751002","Census Tract 7510.02"," Frederick County"," Maryland","2020",2311,1925,368
"521","24021751003","Census Tract 7510.03"," Frederick County"," Maryland","2020",2095,1785,239
"522","24021751004","Census Tract 7510.04"," Frederick County"," Maryland","2020",1862,1796,66
"523","24021751201","Census Tract 7512.01"," Frederick County"," Maryland","2020",1902,1803,24
"524","24021751202","Census Tract 7512.02"," Frederick County"," Maryland","2020",2602,2410,158
"525","24021751203","Census Tract 7512.03"," Frederick County"," Maryland","2020",702,651,51
"526","24021751301","Census Tract 7513.01"," Frederick County"," Maryland","2020",1760,1546,179
"527","24021751302","Census Tract 7513.02"," Frederick County"," Maryland","2020",1260,1122,138
"528","24021751600","Census Tract 7516"," Frederick County"," Maryland","2020",1086,909,177
"529","24021751701","Census Tract 7517.01"," Frederick County"," Maryland","2020",899,801,91
"530","24021751702","Census Tract 7517.02"," Frederick County"," Maryland","2020",1368,1122,219
"531","24021751801","Census Tract 7518.01"," Frederick County"," Maryland","2020",1655,1529,117
"532","24021751802","Census Tract 7518.02"," Frederick County"," Maryland","2020",1297,1228,62
"533","24021751902","Census Tract 7519.02"," Frederick County"," Maryland","2020",2059,1981,78
"534","24021751903","Census Tract 7519.03"," Frederick County"," Maryland","2020",2152,2063,61
"535","24021751904","Census Tract 7519.04"," Frederick County"," Maryland","2020",1147,1082,59
"536","24021751905","Census Tract 7519.05"," Frederick County"," Maryland","2020",911,903,8
"537","24021751906","Census Tract 7519.06"," Frederick County"," Maryland","2020",799,783,16
"538","24021752001","Census Tract 7520.01"," Frederick County"," Maryland","2020",1753,1586,81
"539","24021752101","Census Tract 7521.01"," Frederick County"," Maryland","2020",1076,1052,24
"540","24021752102","Census Tract 7521.02"," Frederick County"," Maryland","2020",1793,1699,74
"541","24021752201","Census Tract 7522.01"," Frederick County"," Maryland","2020",833,748,85
"542","24021752202","Census Tract 7522.02"," Frederick County"," Maryland","2020",1170,1170,0
"543","24021752205","Census Tract 7522.05"," Frederick County"," Maryland","2020",1087,1087,0
"544","24021752206","Census Tract 7522.06"," Frederick County"," Maryland","2020",1723,1695,28
"545","24021752301","Census Tract 7523.01"," Frederick County"," Maryland","2020",2132,2069,52
"546","24021752302","Census Tract 7523.02"," Frederick County"," Maryland","2020",1584,1350,177
"547","24021752303","Census Tract 7523.03"," Frederick County"," Maryland","2020",1171,1084,82
"548","24021752501","Census Tract 7525.01"," Frederick County"," Maryland","2020",1871,1750,107
"549","24021752502","Census Tract 7525.02"," Frederick County"," Maryland","2020",974,878,92
"550","24021752601","Census Tract 7526.01"," Frederick County"," Maryland","2020",1484,1410,62
"551","24021752602","Census Tract 7526.02"," Frederick County"," Maryland","2020",907,826,55
"552","24021752603","Census Tract 7526.03"," Frederick County"," Maryland","2020",1424,1354,70
"553","24021752801","Census Tract 7528.01"," Frederick County"," Maryland","2020",740,633,107
"554","24021752802","Census Tract 7528.02"," Frederick County"," Maryland","2020",1312,1179,125
"555","24021752900","Census Tract 7529"," Frederick County"," Maryland","2020",1266,1111,132
"556","24021753001","Census Tract 7530.01"," Frederick County"," Maryland","2020",2073,1687,371
"557","24021753002","Census Tract 7530.02"," Frederick County"," Maryland","2020",1033,878,110
"558","24021765100","Census Tract 7651"," Frederick County"," Maryland","2020",1758,1507,238
"559","24021766800","Census Tract 7668"," Frederick County"," Maryland","2020",1530,1156,369
"560","24021767500","Census Tract 7675"," Frederick County"," Maryland","2020",1083,766,299
"561","24021767600","Census Tract 7676"," Frederick County"," Maryland","2020",1111,918,139
"562","24021770700","Census Tract 7707"," Frederick County"," Maryland","2020",1361,1279,82
"563","24021772200","Census Tract 7722"," Frederick County"," Maryland","2020",715,608,100
"564","24021773500","Census Tract 7735"," Frederick County"," Maryland","2020",1697,1544,132
"565","24021775302","Census Tract 7753.02"," Frederick County"," Maryland","2020",1787,1542,218
"566","24021775400","Census Tract 7754"," Frederick County"," Maryland","2020",1407,1233,137
"567","24021775600","Census Tract 7756"," Frederick County"," Maryland","2020",1532,1489,24
"568","24023000100","Census Tract 1"," Garrett County"," Maryland","2020",1697,1254,398
"569","24023000200","Census Tract 2"," Garrett County"," Maryland","2020",1586,1279,287
"570","24023000300","Census Tract 3"," Garrett County"," Maryland","2020",1068,953,84
"571","24023000400","Census Tract 4"," Garrett County"," Maryland","2020",1228,816,274
"572","24023000501","Census Tract 5.01"," Garrett County"," Maryland","2020",681,644,37
"573","24023000502","Census Tract 5.02"," Garrett County"," Maryland","2020",1489,1258,109
"574","24023000601","Census Tract 6.01"," Garrett County"," Maryland","2020",1805,1472,279
"575","24023000602","Census Tract 6.02"," Garrett County"," Maryland","2020",779,512,213
"576","24023000700","Census Tract 7"," Garrett County"," Maryland","2020",2412,1871,528
"577","24025301102","Census Tract 3011.02"," Harford County"," Maryland","2020",1278,1063,165
"578","24025301105","Census Tract 3011.05"," Harford County"," Maryland","2020",1374,1306,32
"579","24025301106","Census Tract 3011.06"," Harford County"," Maryland","2020",1483,1404,46
"580","24025301107","Census Tract 3011.07"," Harford County"," Maryland","2020",1705,1543,140
"581","24025301108","Census Tract 3011.08"," Harford County"," Maryland","2020",1309,1258,51
"582","24025301201","Census Tract 3012.01"," Harford County"," Maryland","2020",705,567,138
"583","24025301202","Census Tract 3012.02"," Harford County"," Maryland","2020",2950,2937,13
"584","24025301204","Census Tract 3012.04"," Harford County"," Maryland","2020",1507,1443,26
"585","24025301205","Census Tract 3012.05"," Harford County"," Maryland","2020",1805,1647,151
"586","24025301301","Census Tract 3013.01"," Harford County"," Maryland","2020",1800,1614,151
"587","24025301302","Census Tract 3013.02"," Harford County"," Maryland","2020",2765,2331,301
"588","24025301401","Census Tract 3014.01"," Harford County"," Maryland","2020",3092,2708,372
"589","24025301402","Census Tract 3014.02"," Harford County"," Maryland","2020",982,911,60
"590","24025301601","Census Tract 3016.01"," Harford County"," Maryland","2020",2237,1873,337
"591","24025301602","Census Tract 3016.02"," Harford County"," Maryland","2020",2684,2380,264
"592","24025301703","Census Tract 3017.03"," Harford County"," Maryland","2020",1848,1828,20
"593","24025301704","Census Tract 3017.04"," Harford County"," Maryland","2020",1288,1235,44
"594","24025301705","Census Tract 3017.05"," Harford County"," Maryland","2020",962,912,12
"595","24025301706","Census Tract 3017.06"," Harford County"," Maryland","2020",1146,1132,14
"596","24025301707","Census Tract 3017.07"," Harford County"," Maryland","2020",1678,1639,8
"597","24025302100","Census Tract 3021"," Harford County"," Maryland","2020",834,792,42
"598","24025302200","Census Tract 3022"," Harford County"," Maryland","2020",1290,1212,59
"599","24025302400","Census Tract 3024"," Harford County"," Maryland","2020",1390,1217,130
"600","24025302801","Census Tract 3028.01"," Harford County"," Maryland","2020",1283,1107,134
"601","24025302802","Census Tract 3028.02"," Harford County"," Maryland","2020",1944,1668,233
"602","24025302901","Census Tract 3029.01"," Harford County"," Maryland","2020",989,812,177
"603","24025302902","Census Tract 3029.02"," Harford County"," Maryland","2020",1962,1517,395
"604","24025303101","Census Tract 3031.01"," Harford County"," Maryland","2020",2180,2068,97
"605","24025303102","Census Tract 3031.02"," Harford County"," Maryland","2020",841,791,30
"606","24025303201","Census Tract 3032.01"," Harford County"," Maryland","2020",1883,1824,59
"607","24025303203","Census Tract 3032.03"," Harford County"," Maryland","2020",1248,1151,69
"608","24025303204","Census Tract 3032.04"," Harford County"," Maryland","2020",1799,1715,55
"609","24025303205","Census Tract 3032.05"," Harford County"," Maryland","2020",593,565,24
"610","24025303206","Census Tract 3032.06"," Harford County"," Maryland","2020",1215,1155,52
"611","24025303300","Census Tract 3033"," Harford County"," Maryland","2020",2244,2076,154
"612","24025303400","Census Tract 3034"," Harford County"," Maryland","2020",1670,1626,30
"613","24025303501","Census Tract 3035.01"," Harford County"," Maryland","2020",2658,2243,366
"614","24025303502","Census Tract 3035.02"," Harford County"," Maryland","2020",1130,1070,52
"615","24025303602","Census Tract 3036.02"," Harford County"," Maryland","2020",1319,1246,51
"616","24025303603","Census Tract 3036.03"," Harford County"," Maryland","2020",2154,2052,78
"617","24025303605","Census Tract 3036.05"," Harford County"," Maryland","2020",2481,2266,215
"618","24025303606","Census Tract 3036.06"," Harford County"," Maryland","2020",1043,1021,16
"619","24025303700","Census Tract 3037"," Harford County"," Maryland","2020",1534,1295,210
"620","24025303801","Census Tract 3038.01"," Harford County"," Maryland","2020",1446,1223,111
"621","24025303802","Census Tract 3038.02"," Harford County"," Maryland","2020",793,729,64
"622","24025303803","Census Tract 3038.03"," Harford County"," Maryland","2020",2145,1871,254
"623","24025303900","Census Tract 3039"," Harford County"," Maryland","2020",991,970,21
"624","24025304101","Census Tract 3041.01"," Harford County"," Maryland","2020",1673,1544,63
"625","24025304102","Census Tract 3041.02"," Harford County"," Maryland","2020",1311,1174,121
"626","24025304201","Census Tract 3042.01"," Harford County"," Maryland","2020",2453,2276,177
"627","24025304202","Census Tract 3042.02"," Harford County"," Maryland","2020",2173,2062,111
"628","24025305100","Census Tract 3051"," Harford County"," Maryland","2020",2639,2349,258
"629","24025305200","Census Tract 3052"," Harford County"," Maryland","2020",1109,836,212
"630","24025305300","Census Tract 3053"," Harford County"," Maryland","2020",758,674,73
"631","24025306100","Census Tract 3061"," Harford County"," Maryland","2020",1872,1499,322
"632","24025306200","Census Tract 3062"," Harford County"," Maryland","2020",971,811,153
"633","24025306300","Census Tract 3063"," Harford County"," Maryland","2020",1140,1076,64
"634","24025306400","Census Tract 3064"," Harford County"," Maryland","2020",2474,2339,107
"635","24025306500","Census Tract 3065"," Harford County"," Maryland","2020",864,817,25
"636","24027601103","Census Tract 6011.03"," Howard County"," Maryland","2020",2048,2017,31
"637","24027601104","Census Tract 6011.04"," Howard County"," Maryland","2020",2079,2041,29
"638","24027601105","Census Tract 6011.05"," Howard County"," Maryland","2020",1945,1891,48
"639","24027601107","Census Tract 6011.07"," Howard County"," Maryland","2020",1813,1723,64
"640","24027601108","Census Tract 6011.08"," Howard County"," Maryland","2020",1417,1410,7
"641","24027601203","Census Tract 6012.03"," Howard County"," Maryland","2020",2376,2309,50
"642","24027601204","Census Tract 6012.04"," Howard County"," Maryland","2020",2645,2594,23
"643","24027601205","Census Tract 6012.05"," Howard County"," Maryland","2020",1776,1651,61
"644","24027601206","Census Tract 6012.06"," Howard County"," Maryland","2020",1202,1170,17
"645","24027602100","Census Tract 6021"," Howard County"," Maryland","2020",2590,2508,82
"646","24027602201","Census Tract 6022.01"," Howard County"," Maryland","2020",1127,1120,0
"647","24027602202","Census Tract 6022.02"," Howard County"," Maryland","2020",1864,1807,49
"648","24027602302","Census Tract 6023.02"," Howard County"," Maryland","2020",2282,2250,32
"649","24027602303","Census Tract 6023.03"," Howard County"," Maryland","2020",1423,1380,30
"650","24027602304","Census Tract 6023.04"," Howard County"," Maryland","2020",1584,1548,36
"651","24027602305","Census Tract 6023.05"," Howard County"," Maryland","2020",1458,1345,36
"652","24027602306","Census Tract 6023.06"," Howard County"," Maryland","2020",2384,2174,107
"653","24027602600","Census Tract 6026"," Howard County"," Maryland","2020",3167,2851,301
"654","24027602700","Census Tract 6027"," Howard County"," Maryland","2020",2058,2001,31
