X.1,workorderid,date,description,address,LAT,LON,address1,,,,,,,,,,,,,,,,,,
592,1337251,4/30/24,WATER MAIN BREAK,2858 HARLEM AVE,39.2956195,-76.6645036,"2858 HARLEM AVE, baltimore",,,,,,,,,,,,,,,,,,
593,1337418,5/1/24,WATER JOINT LEAK,DOLPHIN SAINT SHIELDS PL,39.29038,-76.61219,"DOLPHIN SAINT SHIELDS PL, baltimore",,,,,,,,,,,,,,,,,,
594,1337585,5/1/24,WATER MAIN BREAK,2862 HARLEM AVE,39.2956162,-76.6646001,"2862 HARLEM AVE, baltimore",,,,,,,,,,,,,,,,,,
595,1337686,5/2/24,WATER MAIN BREAK,5519 WILLYS AVE,39.2458073,-76.696003,"5519 WILLYS AVE, baltimore",,,,,,,,,,,,,,,,,,
596,1337715,5/2/24,WATER MAIN BREAK,505 ENOLA RD,39.3699823,-76.7338812,"505 ENOLA RD, baltimore",,,,,,,,,,,,,,,,,,
597,1337782,5/2/24,WATER JOINT LEAK,4500 REISTERSTOWN RD,39.3396864,-76.6698999,"4500 REISTERSTOWN RD, baltimore",,,,,,,,,,,,,,,,,,
598,1337918,5/2/24,WATER JOINT LEAK,30 HOBART CT,39.374829,-76.8211859,"30 HOBART CT, baltimore",,,,,,,,,,,,,,,,,,
599,1338005,5/3/24,WATER MAIN BREAK,436 ESSEXWOOD CT,39.3006069,-76.4684551,"436 ESSEXWOOD CT, baltimore",,,,,,,,,,,,,,,,,,
600,1338015,5/3/24,WATER MAIN BREAK,1310 RACQUET RD,39.3840227,-76.6564407,"1310 RACQUET RD, baltimore",,,,,,,,,,,,,,,,,,
601,1338196,5/3/24,WATER MAIN BREAK,919 SOUTH EAST AVE,39.2819192,-76.5709893,"919 SOUTH EAST AVE, baltimore",,,,,,,,,,,,,,,,,,
602,1338228,5/3/24,WATER MAIN BREAK,900 WEST MULBERRY ST,39.2934767,-76.6332224,"900 WEST MULBERRY ST, baltimore",,,,,,,,,,,,,,,,,,
603,1338366,5/4/24,WATER MAIN BREAK,4 STONEGATE CT,39.4687038,-76.6332013,"4 STONEGATE CT, baltimore",,,,,,,,,,,,,,,,,,
604,1338369,5/4/24,WATER MAIN BREAK,439 EASTLYNNE AVE,39.29038,-76.61219,"439 EASTLYNNE AVE, baltimore",,,,,,,,,,,,,,,,,,
605,1338436,5/5/24,WATER MAIN BREAK,1 KILBEGGAN GRN,39.393391,-76.4972952,"1 KILBEGGAN GRN, baltimore",,,,,,,,,,,,,,,,,,
606,1338642,5/6/24,WATER MAIN BREAK,1117 CONCORDIA DR,39.4072776,-76.5750814,"1117 CONCORDIA DR, baltimore",,,,,,,,,,,,,,,,,,
607,1338789,5/6/24,WATER MAIN BREAK,WEST OSTEND SAINT AND WICOMICO ST,39.29038,-76.61219,"WEST OSTEND SAINT AND WICOMICO ST, baltimore",,,,,,,,,,,,,,,,,,
608,1338793,5/6/24,WATER MAIN BREAK,1159 CARROLL ST,39.2809672,-76.6325357,"1159 CARROLL ST, baltimore",,,,,,,,,,,,,,,,,,
609,1338881,5/7/24,WATER MAIN BREAK,4504 FAIRFAX RD,39.3190033,-76.6909605,"4504 FAIRFAX RD, baltimore",,,,,,,,,,,,,,,,,,
610,1338960,5/7/24,WATER JOINT LEAK,9408 JODALE RD,39.3818208,-76.8069199,"9408 JODALE RD, baltimore",,,,,,,,,,,,,,,,,,
611,1339025,5/7/24,WATER JOINT LEAK,5519 WILLYS AVE,39.2458073,-76.696003,"5519 WILLYS AVE, baltimore",,,,,,,,,,,,,,,,,,
612,1339032,5/7/24,WATER MAIN BREAK,632 DUMBARTON AVE,39.3382947,-76.6059124,"632 DUMBARTON AVE, baltimore",,,,,,,,,,,,,,,,,,
613,1339295,5/8/24,WATER JOINT LEAK,9601 BELAIR RD,39.411583,-76.4646708,"9601 BELAIR RD, baltimore",,,,,,,,,,,,,,,,,,
614,1339386,5/8/24,WATER MAIN BREAK,1929 SILVER LN,39.2790009,-76.4150503,"1929 SILVER LN, baltimore",,,,,,,,,,,,,,,,,,
615,1339435,5/8/24,WATER MAIN BREAK,500 SUNSET RD,39.2779162,-76.664372,"500 SUNSET RD, baltimore",,,,,,,,,,,,,,,,,,
616,1339466,5/8/24,WATER JOINT LEAK,4236 PARKSIDE DR,39.3269207,-76.5645336,"4236 PARKSIDE DR, baltimore",,,,,,,,,,,,,,,,,,
617,1339551,5/8/24,WATER MAIN BREAK,4801 WRENWOOD AVE,39.3469387,-76.6055144,"4801 WRENWOOD AVE, baltimore",,,,,,,,,,,,,,,,,,
618,1339583,5/9/24,WATER MAIN BREAK,5605 EVERHURST RD,39.3601209,-76.6696826,"5605 EVERHURST RD, baltimore",,,,,,,,,,,,,,,,,,
619,1339755,5/9/24,WATER JOINT LEAK,622 COLERAINE RD,39.286031,-76.7166058,"622 COLERAINE RD, baltimore",,,,,,,,,,,,,,,,,,
620,1339809,5/9/24,WATER JOINT LEAK,9408 JODALE RD,39.3818208,-76.8069199,"9408 JODALE RD, baltimore",,,,,,,,,,,,,,,,,,
621,1339897,5/9/24,WATER JOINT LEAK,100 LONGDALE RD,39.4427948,-76.6179516,"100 LONGDALE RD, baltimore",,,,,,,,,,,,,,,,,,
622,1339931,5/9/24,WATER MAIN BREAK,8900 KELSO DR,39.3384313,-76.4707977,"8900 KELSO DR, baltimore",,,,,,,,,,,,,,,,,,
623,1340082,5/10/24,WATER JOINT LEAK,1705 NOTRE DAME AVE,39.4271539,-76.6293041,"1705 NOTRE DAME AVE, baltimore",,,,,,,,,,,,,,,,,,
624,1340268,5/11/24,WATER MAIN BREAK,2801 OVERLAND AVE,39.3418167,-76.5775024,"2801 OVERLAND AVE, baltimore",,,,,,,,,,,,,,,,,,
625,1340319,5/12/24,WATER MAIN BREAK,100 LONGDALE RD,39.4427948,-76.6179516,"100 LONGDALE RD, baltimore",,,,,,,,,,,,,,,,,,
626,1340324,5/12/24,WATER MAIN BREAK,9431 DAWN DR,39.4088184,-76.4723634,"9431 DAWN DR, baltimore",,,,,,,,,,,,,,,,,,
627,1340361,5/13/24,WATER JOINT LEAK,8506 OLD HARFORD RD,39.3875123,-76.5447867,"8506 OLD HARFORD RD, baltimore",,,,,,,,,,,,,,,,,,
628,1340428,5/13/24,WATER MAIN BREAK,725 WEST LOMBARD ST,39.2870767,-76.6265323,"725 WEST LOMBARD ST, baltimore",,,,,,,,,,,,,,,,,,
629,1340461,5/13/24,WATER MAIN BREAK,5509 EAST AVE,39.3504569,-76.5088392,"5509 EAST AVE, baltimore",,,,,,,,,,,,,,,,,,
630,1340609,5/13/24,WATER JOINT LEAK,2116 MONUMENTAL RD,39.2356919,-76.6765759,"2116 MONUMENTAL RD, baltimore",,,,,,,,,,,,,,,,,,
631,1340739,5/14/24,WATER JOINT LEAK,1434 PLEASANT VALLEY DR,39.2984323,-76.7577843,"1434 PLEASANT VALLEY DR, baltimore",,,,,,,,,,,,,,,,,,
632,1340849,5/14/24,WATER JOINT LEAK,8506 OLD HARFORD RD,39.3875123,-76.5447867,"8506 OLD HARFORD RD, baltimore",,,,,,,,,,,,,,,,,,
633,1340960,5/14/24,WATER MAIN BREAK,9134 AVENUE C,39.2129582,-76.4438037,"9134 AVENUE C, baltimore",,,,,,,,,,,,,,,,,,
634,1341007,5/15/24,WATER MAIN BREAK,9618 BUTTON BUCK CIR,39.3784458,-76.8157157,"9618 BUTTON BUCK CIR, baltimore",,,,,,,,,,,,,,,,,,
635,1341158,5/15/24,WATER JOINT LEAK,741 SOUTH CURLEY ST,39.2835103,-76.5747404,"741 SOUTH CURLEY ST, baltimore",,,,,,,,,,,,,,,,,,
636,1343142,5/17/24,WATER MAIN BREAK,31 NORTH FULTON AVE,39.2892102,-76.6449134,"31 NORTH FULTON AVE, baltimore",,,,,,,,,,,,,,,,,,
637,1343168,5/17/24,WATER MAIN BREAK,313 BIGLEY AVE,39.2388138,-76.6575496,"313 BIGLEY AVE, baltimore",,,,,,,,,,,,,,,,,,
638,1343211,5/17/24,WATER JOINT LEAK,3722 GREENMOUNT AVE,39.334859,-76.6098322,"3722 GREENMOUNT AVE, baltimore",,,,,,,,,,,,,,,,,,
639,1343214,5/17/24,WATER MAIN BREAK,725 WEST LOMBARD ST,39.2870767,-76.6265323,"725 WEST LOMBARD ST, baltimore",,,,,,,,,,,,,,,,,,
640,1343275,5/17/24,WATER JOINT LEAK,739 SOUTH CURLEY ST,39.2835424,-76.5747425,"739 SOUTH CURLEY ST, baltimore",,,,,,,,,,,,,,,,,,
641,1343366,5/17/24,WATER MAIN BREAK,301 BIGLEY AVE,39.238801,-76.6579994,"301 BIGLEY AVE, baltimore",,,,,,,,,,,,,,,,,,
642,1343382,5/17/24,WATER MAIN BREAK,213 WILSON ST,39.3087146,-76.6272442,"213 WILSON ST, baltimore",,,,,,,,,,,,,,,,,,
643,1343415,5/17/24,WATER MAIN BREAK,4234 PARKSIDE DR,39.3269723,-76.5645803,"4234 PARKSIDE DR, baltimore",,,,,,,,,,,,,,,,,,
644,1343431,5/17/24,WATER MAIN BREAK,6 LINEAGE CT,39.386845,-76.4824933,"6 LINEAGE CT, baltimore",,,,,,,,,,,,,,,,,,
645,1343450,5/18/24,WATER MAIN BREAK,3638 ELTHAM WAY,39.4538785,-76.7780687,"3638 ELTHAM WAY, baltimore",,,,,,,,,,,,,,,,,,
646,1343462,5/18/24,WATER MAIN BREAK,6123 FAIRWOOD AVE,39.3499205,-76.5425118,"6123 FAIRWOOD AVE, baltimore",,,,,,,,,,,,,,,,,,
647,1344154,5/21/24,WATER JOINT LEAK,2860 HARLEM AVE,39.2956178,-76.6645519,"2860 HARLEM AVE, baltimore",,,,,,,,,,,,,,,,,,
648,1344430,5/22/24,WATER JOINT LEAK,1628 MELBY CT,39.3750034,-76.5670715,"1628 MELBY CT, baltimore",,,,,,,,,,,,,,,,,,
649,1344511,5/22/24,WATER MAIN BREAK,1811 NORTH CHESTER ST,39.3111586,-76.5885234,"1811 NORTH CHESTER ST, baltimore",,,,,,,,,,,,,,,,,,
650,1344565,5/22/24,WATER JOINT LEAK,3004 3RD AVE,39.3922807,-76.5260219,"3004 3RD AVE, baltimore",,,,,,,,,,,,,,,,,,
651,1344739,5/23/24,WATER JOINT LEAK,2729 RAYNER AVE,39.2961899,-76.6618391,"2729 RAYNER AVE, baltimore",,,,,,,,,,,,,,,,,,
652,1344809,5/23/24,WATER JOINT LEAK,2858 HARLEM AVE,39.2956195,-76.6645036,"2858 HARLEM AVE, baltimore",,,,,,,,,,,,,,,,,,
653,1344844,5/23/24,WATER JOINT LEAK,27 HOBART CT,39.3744726,-76.8207637,"27 HOBART CT, baltimore",,,,,,,,,,,,,,,,,,
654,1344938,5/23/24,WATER JOINT LEAK,1807 WEST LANVALE ST,39.2974573,-76.6464811,"1807 WEST LANVALE ST, baltimore",,,,,,,,,,,,,,,,,,
655,1345135,5/24/24,WATER MAIN BREAK,8615 LUCERNE RD,39.373259,-76.7787978,"8615 LUCERNE RD, baltimore",,,,,,,,,,,,,,,,,,
656,1345152,5/24/24,WATER JOINT LEAK,4 STONEGATE CT,39.4687038,-76.6332013,"4 STONEGATE CT, baltimore",,,,,,,,,,,,,,,,,,
657,1345244,5/25/24,WATER MAIN BREAK,521 WEST 27TH ST,39.3187145,-76.6239103,"521 WEST 27TH ST, baltimore",,,,,,,,,,,,,,,,,,
658,1345273,5/26/24,WATER MAIN BREAK,WEST LAFAYETTE AVE AND NORTH FULTON AVE,39.29038,-76.61219,"WEST LAFAYETTE AVE AND NORTH FULTON AVE, baltimore",,,,,,,,,,,,,,,,,,
659,1345284,5/27/24,WATER MAIN BREAK,4200 FURLEY AVE,39.332304,-76.558729,"4200 FURLEY AVE, baltimore",,,,,,,,,,,,,,,,,,
660,1345319,5/27/24,WATER MAIN BREAK,5117 SOUTH ST,39.2217195,-76.7042854,"5117 SOUTH ST, baltimore",,,,,,,,,,,,,,,,,,
661,1345482,5/28/24,WATER MAIN BREAK,3004 3RD AVE,39.3922807,-76.5260219,"3004 3RD AVE, baltimore",,,,,,,,,,,,,,,,,,
662,1345552,5/28/24,WATER JOINT LEAK,3320 SUMMIT AVE,39.3969006,-76.5124587,"3320 SUMMIT AVE, baltimore",,,,,,,,,,,,,,,,,,
663,1345703,5/29/24,WATER MAIN BREAK,CHURCH LN REISTERSTOWN RD,39.375347,-76.723811,"CHURCH LN REISTERSTOWN RD, baltimore",,,,,,,,,,,,,,,,,,
664,1345795,5/29/24,WATER MAIN BREAK,800 BATTERY AVE,39.279381,-76.609961,"800 BATTERY AVE, baltimore",,,,,,,,,,,,,,,,,,
665,1345823,5/29/24,WATER MAIN BREAK,8821 JASPER LN,39.3935832,-76.501957,"8821 JASPER LN, baltimore",,,,,,,,,,,,,,,,,,
666,1345937,5/29/24,WATER MAIN BREAK,6 KIRK HILL CT,39.2825558,-76.7751667,"6 KIRK HILL CT, baltimore",,,,,,,,,,,,,,,,,,
667,1346093,5/29/24,WATER MAIN BREAK,2710 BARTOL AVE,39.3667775,-76.6824659,"2710 BARTOL AVE, baltimore",,,,,,,,,,,,,,,,,,
668,1346425,5/29/24,WATER MAIN BREAK,5801 POPLAR HILL RD,39.3678506,-76.6426172,"5801 POPLAR HILL RD, baltimore",,,,,,,,,,,,,,,,,,
669,1346674,5/29/24,WATER MAIN BREAK,500 SOUTH DUNCAN ST,39.285746,-76.586549,"500 SOUTH DUNCAN ST, baltimore",,,,,,,,,,,,,,,,,,
670,1346727,5/29/24,WATER MAIN BREAK,11024 REISTERSTOWN RD,39.4316622,-76.7949451,"11024 REISTERSTOWN RD, baltimore",,,,,,,,,,,,,,,,,,
671,1346969,5/29/24,WATER MAIN BREAK,3821 PULASKI HWY,39.2965405,-76.5649483,"3821 PULASKI HWY, baltimore",,,,,,,,,,,,,,,,,,
672,1346998,5/30/24,WATER MAIN BREAK,1500 SULPHUR SPRING RD,39.248341,-76.690931,"1500 SULPHUR SPRING RD, baltimore",,,,,,,,,,,,,,,,,,
673,1347026,5/30/24,WATER MAIN BREAK,841 BELGIAN AVE,39.3402909,-76.6038041,"841 BELGIAN AVE, baltimore",,,,,,,,,,,,,,,,,,
674,1347037,5/30/24,WATER MAIN BREAK,1804 WEST BALTIMORE ST,39.288415,-76.6455144,"1804 WEST BALTIMORE ST, baltimore",,,,,,,,,,,,,,,,,,
675,1347174,5/30/24,WATER MAIN BREAK,6909 CIRCLE RD,39.3705597,-76.363743,"6909 CIRCLE RD, baltimore",,,,,,,,,,,,,,,,,,
676,1347236,5/30/24,WATER MAIN BREAK,621 KINGSTON RD,39.3785166,-76.6049179,"621 KINGSTON RD, baltimore",,,,,,,,,,,,,,,,,,
677,1347423,5/31/24,WATER MAIN BREAK,6200 FRANKFORD AVE,39.3180581,-76.539583,"6200 FRANKFORD AVE, baltimore",,,,,,,,,,,,,,,,,,
678,1347435,5/31/24,WATER MAIN BREAK,222 NORTH CALVERTON RD,39.2908627,-76.6586104,"222 NORTH CALVERTON RD, baltimore",,,,,,,,,,,,,,,,,,
679,1347554,5/31/24,WATER JOINT LEAK,4 STONEGATE CT,39.4687038,-76.6332013,"4 STONEGATE CT, baltimore",,,,,,,,,,,,,,,,,,
680,1347825,6/1/24,WATER MAIN BREAK,1971 GREENBERRY RD,39.3601479,-76.6549124,"1971 GREENBERRY RD, baltimore",,,,,,,,,,,,,,,,,,
681,1347835,6/1/24,WATER MAIN BREAK,310 SOUTH CATHERINE ST,39.2836114,-76.6561399,"310 SOUTH CATHERINE ST, baltimore",,,,,,,,,,,,,,,,,,
682,1347855,6/1/24,WATER MAIN BREAK,614 KINGSTON RD,39.3789261,-76.6050168,"614 KINGSTON RD, baltimore",,,,,,,,,,,,,,,,,,
683,1347875,6/2/24,WATER MAIN BREAK,203 WESTWAY,39.3471682,-76.6163935,"203 WESTWAY, baltimore",,,,,,,,,,,,,,,,,,
684,1347890,6/2/24,WATER MAIN BREAK,RIGGS AVE PARRISH ST,39.3010238,-76.6422373,"RIGGS AVE PARRISH ST, baltimore",,,,,,,,,,,,,,,,,,
685,1347931,6/3/24,WATER MAIN BREAK,8207 LIBERTY RD,39.3552152,-76.7637475,"8207 LIBERTY RD, baltimore",,,,,,,,,,,,,,,,,,
686,1347942,6/3/24,WATER MAIN BREAK,2048 ROBB ST,39.313925,-76.6028861,"2048 ROBB ST, baltimore",,,,,,,,,,,,,,,,,,
687,1348018,6/3/24,WATER MAIN BREAK,327 SOUTH BRUCE ST,39.2839965,-76.6441431,"327 SOUTH BRUCE ST, baltimore",,,,,,,,,,,,,,,,,,
688,1348059,6/3/24,WATER JOINT LEAK,619 KINGSTON RD,39.3785397,-76.6051047,"619 KINGSTON RD, baltimore",,,,,,,,,,,,,,,,,,
689,1348060,6/3/24,WATER JOINT LEAK,619 KINGSTON RD,39.3785397,-76.6051047,"619 KINGSTON RD, baltimore",,,,,,,,,,,,,,,,,,
690,1348383,6/3/24,WATER MAIN BREAK,224 EAST BIDDLE ST,39.3037164,-76.6120645,"224 EAST BIDDLE ST, baltimore",,,,,,,,,,,,,,,,,,
691,1348663,6/4/24,WATER MAIN BREAK,DOLPHIN SAINT AND WEST MOUNT ROYAL AVE,39.29038,-76.61219,"DOLPHIN SAINT AND WEST MOUNT ROYAL AVE, baltimore",,,,,,,,,,,,,,,,,,
692,1348732,6/4/24,WATER MAIN BREAK,8 CLIPSTONE CT,39.3879708,-76.4757637,"8 CLIPSTONE CT, baltimore",,,,,,,,,,,,,,,,,,
693,1348768,6/4/24,WATER JOINT LEAK,1409 GIBSONWOOD RD,39.2972065,-76.7591919,"1409 GIBSONWOOD RD, baltimore",,,,,,,,,,,,,,,,,,
694,1348896,6/4/24,WATER JOINT LEAK,302 SOUTH CATHERINE ST,39.2837473,-76.6561465,"302 SOUTH CATHERINE ST, baltimore",,,,,,,,,,,,,,,,,,
695,1348912,6/4/24,WATER JOINT LEAK,FREDERICK AVE SOUTH CATHERINE ST,39.29038,-76.61219,"FREDERICK AVE SOUTH CATHERINE ST, baltimore",,,,,,,,,,,,,,,,,,
696,1349058,6/5/24,WATER MAIN BREAK,3 KIRK HILL CT,39.2820454,-76.7749829,"3 KIRK HILL CT, baltimore",,,,,,,,,,,,,,,,,,
697,1349156,6/5/24,WATER MAIN BREAK,9 SLATE MILLS CT,39.2979322,-76.7628824,"9 SLATE MILLS CT, baltimore",,,,,,,,,,,,,,,,,,
698,1349178,6/5/24,WATER MAIN BREAK,4808 HOMER AVE,39.3441182,-76.6720443,"4808 HOMER AVE, baltimore",,,,,,,,,,,,,,,,,,
699,1349449,6/6/24,WATER MAIN BREAK,4805 RIDGE RD,39.361133,-76.4909913,"4805 RIDGE RD, baltimore",,,,,,,,,,,,,,,,,,
700,1349470,6/6/24,WATER MAIN BREAK,4501 RASPE AVE,39.3485864,-76.5295913,"4501 RASPE AVE, baltimore",,,,,,,,,,,,,,,,,,
701,1349523,6/6/24,WATER JOINT LEAK,503 EDGEVALE RD,39.3585721,-76.6421296,"503 EDGEVALE RD, baltimore",,,,,,,,,,,,,,,,,,
702,1349539,6/6/24,WATER MAIN BREAK,544 NEW PITTSBURG AVE,39.2361131,-76.5075148,"544 NEW PITTSBURG AVE, baltimore",,,,,,,,,,,,,,,,,,
703,1349615,6/7/24,WATER MAIN BREAK,5117 LEEDS AVE,39.2521799,-76.6937045,"5117 LEEDS AVE, baltimore",,,,,,,,,,,,,,,,,,
704,1349652,6/7/24,WATER MAIN BREAK,3411 DUNDALK AVE,39.2498715,-76.5189143,"3411 DUNDALK AVE, baltimore",,,,,,,,,,,,,,,,,,
705,1349747,6/7/24,WATER MAIN BREAK,NORTH AMITY SAINT AND WEST BALTIMORE ST,39.29038,-76.61219,"NORTH AMITY SAINT AND WEST BALTIMORE ST, baltimore",,,,,,,,,,,,,,,,,,
706,1349769,6/7/24,WATER JOINT LEAK,4312 ROLAND AVE,39.3421687,-76.6352556,"4312 ROLAND AVE, baltimore",,,,,,,,,,,,,,,,,,
707,1349853,6/7/24,WATER JOINT LEAK,CHINQUAPIN PKWY EAST BELVEDERE AVE,39.359906,-76.59773,"CHINQUAPIN PKWY EAST BELVEDERE AVE, baltimore",,,,,,,,,,,,,,,,,,
708,1349901,6/7/24,WATER MAIN BREAK,904 PINE HEIGHTS AVE,39.2713361,-76.6768068,"904 PINE HEIGHTS AVE, baltimore",,,,,,,,,,,,,,,,,,
709,1349923,6/8/24,WATER MAIN BREAK,MANNASOTA AVE BREHMS LN,39.29038,-76.61219,"MANNASOTA AVE BREHMS LN, baltimore",,,,,,,,,,,,,,,,,,
710,1349924,6/8/24,WATER MAIN BREAK,1722 HOMESTEAD ST,39.3202435,-76.5941593,"1722 HOMESTEAD ST, baltimore",,,,,,,,,,,,,,,,,,
711,1349939,6/8/24,WATER MAIN BREAK,4436 RASPE AVE,39.349008,-76.529844,"4436 RASPE AVE, baltimore",,,,,,,,,,,,,,,,,,
712,1349955,6/8/24,WATER MAIN BREAK,2010 FERNGLEN WAY,39.291428,-76.7608721,"2010 FERNGLEN WAY, baltimore",,,,,,,,,,,,,,,,,,
713,1349969,6/9/24,WATER MAIN BREAK,1442 CLAIRIDGE RD,39.2965833,-76.7233068,"1442 CLAIRIDGE RD, baltimore",,,,,,,,,,,,,,,,,,
714,1350052,6/10/24,WATER MAIN BREAK,10563 INDUSTRIAL PARK RD,39.3745313,-76.4378104,"10563 INDUSTRIAL PARK RD, baltimore",,,,,,,,,,,,,,,,,,
715,1350183,6/10/24,WATER MAIN BREAK,4611 NEWGATE AVE,39.261591,-76.5565298,"4611 NEWGATE AVE, baltimore",,,,,,,,,,,,,,,,,,
716,1350265,6/10/24,WATER MAIN BREAK,1800 NORTH CHESTER ST,39.311023,-76.588729,"1800 NORTH CHESTER ST, baltimore",,,,,,,,,,,,,,,,,,
717,1350270,6/10/24,WATER JOINT LEAK,BELAIR RD AND NICHOLAS AVE,39.29038,-76.61219,"BELAIR RD AND NICHOLAS AVE, baltimore",,,,,,,,,,,,,,,,,,
718,1350412,6/11/24,WATER MAIN BREAK,1700 NORTH COLLINGTON AVE,39.3102497,-76.5874757,"1700 NORTH COLLINGTON AVE, baltimore",,,,,,,,,,,,,,,,,,
719,1350417,6/11/24,WATER MAIN BREAK,2600 MARBOURNE AVE,39.2528406,-76.6464373,"2600 MARBOURNE AVE, baltimore",,,,,,,,,,,,,,,,,,
720,1350596,6/11/24,WATER JOINT LEAK,503 ENOLA RD,39.3701881,-76.7338618,"503 ENOLA RD, baltimore",,,,,,,,,,,,,,,,,,
721,1350760,6/11/24,WATER MAIN BREAK,LINDEN AVE AND ALVIN AVE,39.29038,-76.61219,"LINDEN AVE AND ALVIN AVE, baltimore",,,,,,,,,,,,,,,,,,
722,1350844,6/12/24,WATER MAIN BREAK,6600 CEDONIA AVE,39.355557,-76.53322,"6600 CEDONIA AVE, baltimore",,,,,,,,,,,,,,,,,,
723,1350846,6/12/24,WATER MAIN BREAK,HOLLINS FERRY RD AND KESSLER RD,39.29038,-76.61219,"HOLLINS FERRY RD AND KESSLER RD, baltimore",,,,,,,,,,,,,,,,,,
724,1350862,6/12/24,WATER MAIN BREAK,4810 HOMER AVE,39.3441266,-76.6720518,"4810 HOMER AVE, baltimore",,,,,,,,,,,,,,,,,,
725,1350881,6/12/24,WATER MAIN BREAK,4810 HOMER AVE,39.3441266,-76.6720518,"4810 HOMER AVE, baltimore",,,,,,,,,,,,,,,,,,
726,1351049,6/12/24,WATER MAIN BREAK,514 OAKLAND AVE,39.343658,-76.6084885,"514 OAKLAND AVE, baltimore",,,,,,,,,,,,,,,,,,
727,1351062,6/12/24,WATER MAIN BREAK,21 LINDEN AVE,39.3122497,-76.6340296,"21 LINDEN AVE, baltimore",,,,,,,,,,,,,,,,,,
728,1351080,6/12/24,WATER MAIN BREAK,3500 6TH ST,39.237815,-76.601668,"3500 6TH ST, baltimore",,,,,,,,,,,,,,,,,,
729,1351126,6/13/24,WATER MAIN BREAK,6600 BLK CEDONIA AVE,39.29038,-76.61219,"6600 BLK CEDONIA AVE, baltimore",,,,,,,,,,,,,,,,,,
730,1351130,6/13/24,WATER MAIN BREAK,1007 CHURCH ST,39.2214752,-76.5969545,"1007 CHURCH ST, baltimore",,,,,,,,,,,,,,,,,,
731,1351245,6/13/24,WATER MAIN BREAK,2812 3RD ST,39.2359359,-76.402014,"2812 3RD ST, baltimore",,,,,,,,,,,,,,,,,,
732,1351357,6/13/24,WATER MAIN BREAK,WEST LANVALE MARYLAND AVE,39.29038,-76.61219,"WEST LANVALE MARYLAND AVE, baltimore",,,,,,,,,,,,,,,,,,
733,1351524,6/13/24,WATER MAIN BREAK,6310 FRANKFORD AVE,39.3171234,-76.5374186,"6310 FRANKFORD AVE, baltimore",,,,,,,,,,,,,,,,,,
734,1351529,6/13/24,WATER MAIN BREAK,4808 HOMER AVE,39.3441182,-76.6720443,"4808 HOMER AVE, baltimore",,,,,,,,,,,,,,,,,,
735,1351530,6/13/24,WATER MAIN BREAK,311 BIGLEY AVE,39.2388083,-76.657712,"311 BIGLEY AVE, baltimore",,,,,,,,,,,,,,,,,,
736,1351566,6/13/24,WATER MAIN BREAK,800 SOUTH CAREY ST,39.282228,-76.6375879,"800 SOUTH CAREY ST, baltimore",,,,,,,,,,,,,,,,,,
737,1351610,6/14/24,WATER MAIN BREAK,4314 HIGHVIEW AVE,39.2643972,-76.6921684,"4314 HIGHVIEW AVE, baltimore",,,,,,,,,,,,,,,,,,
738,1351621,6/14/24,WATER MAIN BREAK,6524 BLK RIVERVIEW AVE,39.29038,-76.61219,"6524 BLK RIVERVIEW AVE, baltimore",,,,,,,,,,,,,,,,,,
739,1351798,6/14/24,WATER JOINT LEAK,2010 GREENGAGE RD,39.3156121,-76.7594823,"2010 GREENGAGE RD, baltimore",,,,,,,,,,,,,,,,,,
740,1351818,6/15/24,WATER MAIN BREAK,8016 LIBERTY RD,39.3531848,-76.7553118,"8016 LIBERTY RD, baltimore",,,,,,,,,,,,,,,,,,
741,1351820,6/15/24,WATER MAIN BREAK,7903 HILLTOP AVE,39.3630176,-76.4885874,"7903 HILLTOP AVE, baltimore",,,,,,,,,,,,,,,,,,
742,1351825,6/15/24,WATER MAIN BREAK,2343 WEST LEXINGTON ST,39.2901291,-76.6542418,"2343 WEST LEXINGTON ST, baltimore",,,,,,,,,,,,,,,,,,
743,1351855,6/15/24,WATER MAIN BREAK,1809 DIXON RD,39.3696192,-76.6589549,"1809 DIXON RD, baltimore",,,,,,,,,,,,,,,,,,
744,1351868,6/16/24,WATER MAIN BREAK,10 LINEAGE CT,39.3870782,-76.482425,"10 LINEAGE CT, baltimore",,,,,,,,,,,,,,,,,,
745,1351870,6/16/24,WATER MAIN BREAK,6004 NAHANT RD,39.3281429,-76.5284441,"6004 NAHANT RD, baltimore",,,,,,,,,,,,,,,,,,
746,1351909,6/17/24,WATER JOINT LEAK,3444 GAITHER RD,39.350909,-76.7568608,"3444 GAITHER RD, baltimore",,,,,,,,,,,,,,,,,,
747,1351992,6/17/24,WATER JOINT LEAK,DOLPHIN SAINT AND WEST MOUNT ROYAL AVE,39.29038,-76.61219,"DOLPHIN SAINT AND WEST MOUNT ROYAL AVE, baltimore",,,,,,,,,,,,,,,,,,
748,1352094,6/17/24,WATER JOINT LEAK,900 WEST MULBERRY ST,39.2934767,-76.6332224,"900 WEST MULBERRY ST, baltimore",,,,,,,,,,,,,,,,,,
749,1352157,6/17/24,WATER MAIN BREAK,CAYUGA RD WINANDS RD,39.29038,-76.61219,"CAYUGA RD WINANDS RD, baltimore",,,,,,,,,,,,,,,,,,
750,1352161,6/17/24,WATER MAIN BREAK,2210 HENNEMAN AVE,39.3041906,-76.5863832,"2210 HENNEMAN AVE, baltimore",,,,,,,,,,,,,,,,,,
